FID_all_Fi,OBJECTID,Cover_Type,Location,FID_all__1,Id,BUFF_DIST,ORIG_FID,Fire,Seedling_p,Additional,Slope
683,698,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
684,699,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
685,700,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
686,701,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
687,702,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
688,703,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
689,704,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
690,705,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
691,706,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
692,707,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
693,708,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
694,709,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
695,710,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
696,711,Standing Dead,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
697,712,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
698,713,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
699,714,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
700,715,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
701,716,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
702,717,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
703,718,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
704,719,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
705,720,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
706,721,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
707,722,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
708,723,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
709,724,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
710,725,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
711,726,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
712,727,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
713,728,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
714,729,Standing Dead,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
715,730,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
716,731,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
717,732,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
718,733,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
719,734,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
720,735,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
721,736,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
722,737,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
723,738,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
724,739,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
725,740,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
726,741,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
727,742,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
728,743,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
729,744,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
730,745,Deciduous,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
731,746,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
732,748,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
733,749,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
734,750,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
735,751,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
736,752,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
737,753,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
738,754,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
739,755,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
740,756,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
741,758,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
742,759,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
743,760,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
744,761,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
745,765,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
746,766,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
747,767,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
748,768,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
749,769,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
750,770,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
751,771,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
752,772,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
753,773,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
754,774,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
755,775,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
756,776,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
757,777,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
758,778,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
759,779,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
760,780,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
761,781,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
762,782,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
763,783,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
764,784,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
765,785,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
766,786,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
767,787,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
768,788,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
769,789,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
770,790,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
771,791,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
772,792,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
773,793,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
774,794,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
775,795,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
776,796,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
777,797,Evergreen,Hayman,1,0,30,4,Hayman,Extreme,"Downed trees, aspen, standing dead",Flat
1016,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1017,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1018,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1019,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1020,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1023,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1024,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1025,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1026,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1027,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1028,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1029,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1030,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1031,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1032,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1033,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1034,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1035,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1036,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1037,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1038,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1039,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1040,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1041,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1042,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1043,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1044,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1054,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1055,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1056,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1057,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1058,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1060,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1061,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1062,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1063,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1064,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1065,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1066,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1067,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1068,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1069,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1070,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1071,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1072,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1073,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1074,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1075,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1076,0,Evergreen,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1094,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1097,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1098,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1099,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1100,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1101,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1102,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1103,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1104,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1105,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1106,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1107,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1108,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1109,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1110,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1111,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
1112,0,Woody Shrub,High Meadows,9,0,30,1,High Meadows,Moderate,Shrubs,Moderate
67,68,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
68,69,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
69,70,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
70,71,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
71,72,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
72,73,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
73,74,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
74,75,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
75,76,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
76,77,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
77,78,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
78,79,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
79,80,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
80,81,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
81,82,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
82,83,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
83,84,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
84,85,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
85,86,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
86,87,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
87,88,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
88,89,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
89,90,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
90,91,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
91,92,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
92,93,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
93,94,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
94,95,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
95,96,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
96,97,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
97,98,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
98,99,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
99,100,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
100,101,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
101,102,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
102,103,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
103,104,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
104,105,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
105,106,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
106,107,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
107,108,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
108,109,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
109,110,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
110,111,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
111,112,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
112,113,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
113,114,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
114,115,Evergreen,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
115,116,Evergreen,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
116,117,Evergreen,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
117,118,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
118,119,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
119,120,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
120,121,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
121,122,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
122,123,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
123,124,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
124,125,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
125,126,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
126,127,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
127,128,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
129,130,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
130,131,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
132,133,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
133,134,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
135,136,Evergreen,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
229,230,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
230,231,Evergreen,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
231,232,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
232,233,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
233,234,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
234,235,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
235,236,Standing Dead,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
236,237,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
237,238,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
238,239,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
239,240,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
240,241,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
241,242,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
247,248,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
248,249,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
249,250,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
250,251,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
251,252,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
252,253,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
253,254,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
254,255,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
255,256,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
256,257,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
257,258,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
264,265,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
265,266,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
266,267,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
267,268,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
268,269,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
269,270,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
270,271,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
271,272,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
272,273,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
273,274,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
274,275,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
275,276,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
276,277,Evergreen,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
277,278,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
278,279,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
279,280,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
280,281,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
281,282,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
282,283,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
283,284,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
284,285,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
285,286,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
286,287,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
287,288,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
288,289,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
